University_link,University_Name,Location,T.H.E.R (2018),Top.U.R(2018),U.S. News & World Report.R(2018)
https://www.bachelorsportal.com/universities/187/lodz-university-of-technology.html,Lodz University of Technology,"Lódz, Poland",-,-,559
https://www.bachelorsportal.com/universities/700/university-of-cordoba.html,University of Cordoba,"Cordova, Spain",-,-,559
https://www.bachelorsportal.com/universities/1109/university-of-udine.html,University of Udine,"Udine, Italy",-,-,562
https://www.bachelorsportal.com/universities/1769/ilmenau-university-of-technology.html,Ilmenau University of Technology,"Neuhaus, Germany",-,-,563
https://www.bachelorsportal.com/universities/15378/gyeongsang-national-university.html,Gyeongsang National University,"Jinju, South Korea",-,-,566
https://www.bachelorsportal.com/universities/15007/university-of-campania-luigi-vanvitelli.html,University of Campania “Luigi Vanvitelli”,"San Nicola la Strada, Italy",-,-,566
https://www.bachelorsportal.com/universities/243/jaume-i-university.html,Jaume I University,"Castellón de la Plana, Spain",-,-,566
https://www.bachelorsportal.com/universities/12296/university-of-miami.html,University of Miami,"Coral Gables, United States",-,-,566
https://www.bachelorsportal.com/universities/13993/nanjing-university-of-information-science-and-technology.html,Nanjing University of Information Science and Technology,"Nanjing, China",-,-,571
https://www.bachelorsportal.com/universities/1046/university-of-malaga.html,University of Malaga,"Málaga, Spain",-,-,572
https://www.bachelorsportal.com/universities/13994/kunming-university-of-science-and-technology.html,Kunming University of Science and Technology,"Kunming, China",-,-,573
https://www.bachelorsportal.com/universities/13991/chung-yuan-christian-university.html,Chung Yuan Christian University,"Taoyuan City, Taiwan",-,-,574
https://www.bachelorsportal.com/universities/11371/dokuz-eylul-university.html,Dokuz Eylul University,"Izmir, Turkey",-,-,577
https://www.bachelorsportal.com/universities/17154/royal-military-college-of-canada.html,Royal Military College of Canada,"Kingston, Canada",-,-,581
https://www.bachelorsportal.com/universities/1361/slovak-university-of-technology-in-bratislava.html,Slovak University of Technology in Bratislava,"Bratislava, Slovakia",-,-,581
https://www.bachelorsportal.com/universities/14750/university-of-tunis-el-manar.html,University of Tunis El Manar,"Tunis, Tunisia",-,-,588
https://www.bachelorsportal.com/universities/14558/tiangong-university.html,Tiangong University,"Tianjin, China",-,-,590
https://www.bachelorsportal.com/universities/1554/universidad-nacional-de-educacin-a-distancia.html,Universidad Nacional de Educación a Distancia (UNED),"Madrid, Spain",-,-,593
https://www.bachelorsportal.com/universities/11122/university-of-cantabria.html,University of Cantabria,"Santander, Spain",-,-,596
https://www.bachelorsportal.com/universities/13897/university-of-extremadura.html,University of Extremadura,"Badajoz, Spain",-,-,599
https://www.bachelorsportal.com/universities/13324/american-university-of-beirut.html,American University of Beirut,"Beirut, Lebanon",401,451,504
https://www.bachelorsportal.com/universities/12343/american-university-of-sharjah.html,American University of Sharjah (AUS),"Sharjah, United Arab Emirates",401,-,-
https://www.bachelorsportal.com/universities/14477/amirkabir-university-of-technology.html,Amirkabir University of Technology,"Tehran, Iran",401,-,97
https://www.bachelorsportal.com/universities/11863/auburn-university.html,Auburn University,"Auburn, United States",401,-,389
https://www.bachelorsportal.com/universities/706/universidad-carlos-iii-de-madrid.html,Universidad Carlos III de Madrid,"Madrid, Spain",401,217,290
https://www.bachelorsportal.com/universities/11970/central-south-university.html,Central South University,"Changsha, China",401,451,90
,Chungbuk National University,"Wanju, South Korea",401,344,283
https://www.bachelorsportal.com/universities/14492/chonnam-national-university.html,Chonnam National University,"Gwangju, South Korea",401,451,486
https://www.bachelorsportal.com/universities/300/city-university-of-london.html,"City, University of London","London, United Kingdom",401,399,566
https://www.bachelorsportal.com/universities/127/technological-university-dublin.html,Technological University Dublin,"Dublin, Ireland",401,311,-
https://www.bachelorsportal.com/universities/13056/federal-university-of-minas-gerais.html,Federal University of Minas Gerais,"Belo Horizonte, Brazil",401,398,538
https://www.bachelorsportal.com/universities/13065/hiroshima-university.html,Hiroshima University,"Kaita, Japan",401,381,590
https://www.bachelorsportal.com/universities/15385/hosei-university.html,Hosei University,"Nerima, Japan",401,-,-
https://www.bachelorsportal.com/universities/13942/huazhong-agricultural-university.html,Huazhong Agricultural University,"Wuhan, China",401,-,-
https://www.bachelorsportal.com/universities/14500/inha-university.html,Inha University,"Incheon, South Korea",401,381,403
https://www.bachelorsportal.com/universities/13079/isfahan-university-of-technology.html,Isfahan University of Technology,"Khomeyni Shahr, Iran",401,-,231
https://www.bachelorsportal.com/universities/1082/istanbul-technical-university.html,Istanbul Technical University,"Istanbul, Turkey",401,242,181
,Jadavpur University,"Kolkata, India",401,-,362
https://www.bachelorsportal.com/universities/15447/kagawa-university.html,Kagawa University,"Takamatsu, Japan",401,-,-
https://www.bachelorsportal.com/universities/12333/keio-university-international-center.html,Keio University International Center,"Shinagawa-ku, Japan",401,147,471
https://www.bachelorsportal.com/universities/13086/king-mongkuts-university-of-technology-thonburi.html,King Mongkut's University of Technology Thonburi,"Amphoe Phra Pradaeng, Thailand",401,401,349
https://www.bachelorsportal.com/universities/13922/konkuk-university.html,Konkuk University,"Kuri, South Korea",401,401,565
https://www.bachelorsportal.com/universities/14780/kuwait-university.html,Kuwait University,"Ash Shamiyah, Kuwait",401,-,-
https://www.bachelorsportal.com/universities/11826/marquette-university.html,Marquette University,"Milwaukee, United States",401,-,-
https://www.bachelorsportal.com/universities/12306/mississippi-state-university.html,Mississippi State University,"Starkville, United States",401,-,373
https://www.bachelorsportal.com/universities/11977/murdoch-university.html,Murdoch University,"Applecross, Australia",401,-,-
https://www.bachelorsportal.com/universities/14549/nanjing-university-of-technology.html,Nanjing University of Technology,"Nanjing, China",401,-,413
https://www.bachelorsportal.com/universities/12883/national-research-nuclear-university-mephi.html,National Research Nuclear University MEPhI,"Razvilka, Russia",401,401,-
https://www.bachelorsportal.com/universities/12405/national-sun-yat-sen-university.html,National Sun Yat Sen University,"Kaohsiung City, Taiwan",401,172,269
https://www.bachelorsportal.com/universities/1715/national-university-of-science-and-technology.html,National University of Science and Technology (MISIS),"Moscow, Russia",401,-,-
https://www.bachelorsportal.com/universities/14531/national-university-of-sciences-and-technology.html,National University of Sciences and Technology,"Karachi, Pakistan",401,275,411
https://www.bachelorsportal.com/universities/13952/northeastern-university-china.html,Northeastern University China,"Shenyang, China",401,-,217
https://www.bachelorsportal.com/universities/13996/northwestern-polytechnical-university.html,Northwestern Polytechnical University,"Yuxia, China",401,-,177
https://www.bachelorsportal.com/universities/171/universidade-nova-de-lisboa.html,Universidade Nova de Lisboa,"Lisbon, Portugal",401,296,492
https://www.bachelorsportal.com/universities/13100/novosibirsk-state-university.html,Novosibirsk State University,"Akademgorodok, Russia",401,275,587
https://www.bachelorsportal.com/universities/13926/otto-von-guericke-university-magdeburg.html,Otto von Guericke University Magdeburg,"Neue Neustadt, Germany",401,-,557
https://www.bachelorsportal.com/universities/1682/peter-the-great-st-petersburg-polytechnic-university.html,Peter the Great St. Petersburg Polytechnic University (SPbPU),"Saint Petersburg, Russia",401,292,-
https://www.bachelorsportal.com/universities/13763/pontifical-catholic-university-of-chile.html,Pontifical Catholic University of Chile,"Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",401,222,498
https://www.bachelorsportal.com/universities/10497/samara-university.html,Samara University,"Samara, Russia",401,-,-
https://www.bachelorsportal.com/universities/11405/san-diego-state-university.html,San Diego State University,"La Mesa, United States",401,-,-
https://www.bachelorsportal.com/universities/15427/seoul-national-university-of-science-technology.html,Seoul National University of Science & Technology,"Kuri, South Korea",401,-,532
https://www.bachelorsportal.com/universities/13928/shaanxi-normal-university.html,Shaanxi Normal University,"Xi'an, China",401,-,-
https://www.bachelorsportal.com/universities/240/sheffield-hallam-university.html,Sheffield Hallam University,"Sheffield, United Kingdom",401,-,-
https://www.bachelorsportal.com/universities/14096/shinshu-university.html,Shinshu University,"Matsumoto, Japan",401,-,-
https://www.bachelorsportal.com/universities/13113/sichuan-university.html,Sichuan University,"Chengdu, China",401,401,343
,Sogang University,"Seoul, South Korea",401,301,-
https://www.bachelorsportal.com/universities/12413/stellenbosch-university.html,Stellenbosch University,"Stellenbosch, South Africa",401,-,-
https://www.bachelorsportal.com/universities/70/tallinn-university-of-technology.html,Tallinn University of Technology,"Tallinn, Estonia",401,-,462
,Tokyo University of Agriculture and Technology,"Tokyo, Japan",401,-,-
https://www.bachelorsportal.com/universities/14484/united-arab-emirates-university.html,United Arab Emirates University,"Al Ain, United Arab Emirates",401,-,-
https://www.bachelorsportal.com/universities/13243/universit-de-versailles-saint-quentin-en-yvelines.html,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),"Montigny-le-Bretonneux, France",401,-,-
https://www.bachelorsportal.com/universities/13405/university-putra-malaysia.html,University Putra Malaysia,"Kampong Baharu Balakong, Malaysia",401,145,202
https://www.bachelorsportal.com/universities/12372/university-sains-malaysia.html,University Sains Malaysia,"George Town, Malaysia",401,93,123
https://www.bachelorsportal.com/universities/17209/university-teknologi-petronas.html,University Teknologi PETRONAS,"Batu Gajah, Malaysia",401,233,435
https://www.bachelorsportal.com/universities/11414/the-university-of-alabama.html,The University of Alabama,"Tuscaloosa, United States",401,-,530
https://www.bachelorsportal.com/universities/11545/the-university-of-alabama-at-birmingham.html,The University of Alabama at Birmingham,"Birmingham, United States",401,-,-
https://www.bachelorsportal.com/universities/1245/university-of-alcal.html,University of Alcalá,"Alcalá de Henares, Spain",401,-,-
https://www.bachelorsportal.com/universities/1452/university-of-alicante.html,University of Alicante,"San Vicente, Spain",401,-,-
https://www.bachelorsportal.com/universities/12472/university-of-almeria.html,University of Almeria,"Almería, Spain",401,-,-
https://www.bachelorsportal.com/universities/11374/university-of-bordeaux.html,University of Bordeaux,"Bordeaux, France",401,401,-
https://www.bachelorsportal.com/universities/12621/university-of-canterbury.html,University of Canterbury,"Christchurch, New Zealand",401,210,517
https://www.bachelorsportal.com/universities/12361/university-of-cape-town.html,University of Cape Town,"Cape Town, South Africa",401,358,483
